Rank	Coin Name	Symbol	 Price 	1h	24h	7d	30d	 24h Volume 	Circulating Supply	Total Supply	 Market Cap 
2090	Okratech	ORT	0.01	-0.016	-0.146	0.423	0.84	$1,306,025.00	180100000	874 Million	$1,008,569.00
2118	Shopping.io	SHOP	0.01	-0.001	-0.018	-0.125	0.036	$14,024.00	99612728	99.6 Million	$950,656.00
2128	BUX	BUX	0.01	-0.002	-0.032	0.366	-0.434	$99.30	64853974	76.4 Million	$927,445.00
2145	Platypus Finance	PTP	0.01	-0.006	-0.2	-0.305	0.303	$66,070.00	74249061	300 Million	$911,776.00
2150	Honest	HNST	0.01	-0.001	-0.02	0.015	0.051	$3,673.00	150666667	400 Million	$905,492.00
2156	Speciex	SPEX	0.01	-0.125	0.116	-0.143	-0.225	$3,831.00	149995000	1.5 Billion	$884,277.00
2158	Tokenomy	TEN	0.01	-0.001	0.016	-0.006	0.091	$1,340.00	115497435	200 Million	$878,737.00
2174	JDB	JDB	0.01	-0.001	0.059	-0.077	-0.464	$3,821.00	100000000	100 Million	$853,539.00
2177	Xion Finance	XGT	0.01	0	0.227	0.828	1.454	$2,006.00	140824750	1 Billion	$848,404.00
2184	Metaverse ETP	ETP	0.01	-0.002	0	-0.127	-0.052	$26,099.00	84354485	100 Million	$841,042.00
2186	Gameflip	FLP	0.01	0.461	1.682	0.579	0.567	$6,894.00	56400000	100 Million	$839,247.00
2187	NFTLaunch	NFTL	0.01	0.002	-0.069	-0.087	0.73	$28,506.00	135000000	135 Million	$839,039.00
2191	Bread	BRD	0.01	0.002	0.009	0.009	-0.039	$0.01	85775321	88.9 Million	$830,601.00
2203	VCGamers	VCG	0.01	0.006	0.009	0.03	0.157	$17,589.00	99998911	100 Million	$814,807.00
2211	BANK (Ordinals)	BANK	0.01	0.065	0.101	0.13	1.767	$34,072.00	100000000	100 Million	$809,675.00
2217	PIRB	PIRB	0.01	-0.001	-0.13	0.217	0.296	$4,483.00	69420000	69.4 Million	$801,330.00
2221	Zenlink Network	ZLK	0.01	0.001	0.029	0.065	0.307	$39,196.00	54452160	71.4 Million	$793,338.00
2231	Yup	YUP	0.01	0.001	0.014	0.18	0.329	$151.00	63772630	76.5 Million	$783,547.00
2233	GeniuX	IUX	0.01	0.005	0.001	-0.159	-0.039	$64,568.00	64209629	1 Billion	$783,206.00
2236	Hummus	HUM	0.01	0.001	-0.018	-0.141	0.252	$3,021.00	102265991	300 Million	$781,350.00
2254	e-Money	NGM	0.01	-0.006	0.013	0.098	0.995	$7,274.00	76712212	136 Million	$750,983.00
2257	ADAMANT Messenger	ADM	0.01	0.017	0.065	0.02	0.114	$297,572.00	111571562	101 Million	$742,411.00
2265	Reality Metaverse	MRV	0.01	-0.004	-0.007	0.469	-0.663	$1,029.00	117092598	1 Billion	$733,239.00
2270	Citadel.one	XCT	0.01	0	-0.024	-0.151	0.989	$10.43	122248337	970 Million	$729,338.00
2275	Chronicle	XNL	0.01	-0.038	-0.058	0.115	1.185	$49,869.00	48040458	100 Million	$716,532.00
2276	KOK	KOK	0.01	0.023	-0.135	-0.139	0.034	$711,941.00	107333422	5 Billion	$715,920.00
2280	Tarot V1	TAROT	0.01	-0.091	-0.172	-0.371	-0.573	$2,025.00	57886045	100 Million	$712,285.00
2292	Phoenixcoin	PXC	0.01	0.002	0.218	-0.219	0.184	$15.29	89670931	98 Million	$686,517.00
2294	GemLink	GLINK	0.01	-0.014	0.044	0.127	0.344	$994.00	79555450	160 Million	$685,949.00
2308	PlotX	PLOT	0.01	0.023	-0.012	-0.05	0.091	$96,633.00	104422139	200 Million	$674,364.00
2314	Integral	ITGR	0.01	-0.001	0.081	-0.049	0.373	$304,775.00	80790341	299 Million	$669,375.00
2322	Ryo Currency	RYO	0.01	0.103	-0.011	-0.035	-0.322	$505.00	49121482	88.2 Million	$658,927.00
2341	BlackCoin	BLK	0.01	0.011	-0.386	-0.594	-0.561	$6,916.00	62441613	100 Million	$642,049.00
2367	Nebulas	NAS	0.01	-0.004	0.08	0.111	0.306	$35,608.00	45500000	100 Million	$600,946.00
2368	Envision	VIS	0.01	0.001	0.001	-0.047	-0.248	$1,153.00	43236078	199 Million	$600,063.00
2371	IXO	IXO	0.01	-0.006	0.017	-0.015	0.367	$509.00	86640000	126 Million	$593,457.00
2372	Mare Finance	MARE	0.01	0.006	-0.022	-0.326	0.092	$1,838.00	51342241	100 Million	$592,190.00
2373	Dohrnii	DHN	0.01	-0.004	-0.265	1.431	2.456	$5,156.00	53532209	332 Million	$592,240.00
2382	8Pay	8PAY	0.01	0.001	-0.049	0.016	4.129	$1,395.00	64727636	88.9 Million	$578,979.00
2390	Ledgis	LED	0.01	-0.001	0.016	0.056	0.1	$3,898.00	41068691	1 Billion	$574,232.00
2396	Trace Network Labs	TRACE	0.01	0.007	-0.01	-0.013	0.101	$135,620.00	74191846	100 Million	$565,777.00
2397	Wombex	WMX	0.01	-0.001	-0.187	-0.464	-0.299	$38,737.00	40499168	72.4 Million	$562,308.00
2400	PirateCash	PIRATE	0.01	0.002	-0.028	-0.065	-0.027	$1,565.00	55142995	105 Million	$559,440.00
2403	NFTrade	NFTD	0.01	-0.004	0.007	0.008	-0.105	$32,992.00	46584184	135 Million	$556,643.00
2406	Akropolis	AKRO	0.01	0.009	-0.047	-0.075	-0.066	$4,341,027.00	100000000	5 Billion	$555,714.00
2409	Spartan Protocol	SPARTA	0.01	-0.002	-0.049	-0.03	-0.024	$44,514.00	88642066	99 Million	$554,010.00
2414	Enigma	ENG	0.01	-0.029	0.07	-0.391	0.026	$167,274.00	82717912	150 Million	$549,115.00
2422	AlienBase	ALB	0.01	0	0.27	0.321	-0.319	$29,802.00	85196843	110 Million	$543,204.00
2423	MANE	MANE	0.01	-0.001	0.031	-0.088	-0.338	$13,633.00	50844333	86.3 Million	$541,222.00
2425	Monsta Infinite	MONI	0.01	-0.002	-0.05	0.017	0.671	$102,362.00	36870683	270 Million	$537,929.00
2434	Ubeswap	UBE	0.01	-0.001	-0.031	-0.059	-0.014	$91.38	86802335	100 Million	$526,762.00
2446	Lunar	LNR	0.01	-0.012	-0.099	-0.156	-0.078	$65,972.00	79985675	100 Million	$512,707.00
2453	DucatusX	DUCX	0.01	-0.003	0	-0.04	-0.135	$54,666.00	82519439	778 Million	$507,483.00
2474	NFT Protocol	NFT	0.01	-0.001	0.003	-0.004	0.192	$40.46	37823823	88.9 Million	$484,421.00
2478	Tutellus	TUT	0.01	0.003	-0.032	-0.058	-0.249	$2,477.00	37979915	199 Million	$479,472.00
2479	Propel	PEL	0.01	0.009	-0.1	0.221	0.364	$80,163.00	67148021	100 Million	$479,396.00
2487	EmerCoin	EMC	0.01	0	-0.731	-0.08	0.066	$43.88	48123004	1 Billion	$473,669.00
2496	Sumokoin	SUMO	0.01	-0.009	-0.032	-0.099	0.042	$6,072.00	57169867	88.9 Million	$464,206.00
2500	CherrySwap	CHE	0.01	-0.017	0.263	0.405	-0.725	$66,662.00	79407258	184 Million	$462,495.00
2522	Raiden Network	RDN	0.01	-0.001	-0.031	-0.057	0.303	$36,768.00	51137366	100 Million	$438,270.00
2523	Riecoin	RIC	0.01	0.001	0.187	0.166	0.479	$102.00	65440980	84 Million	$438,248.00
2524	MotaCoin	MOTA	0.01	0.064	-0.014	0.122	0.118	$3,763.00	70713120	∞	$438,150.00
2526	CaliCoin	CALI	0.01	-0.001	-0.001	-0.007	0.002	$143,821.00	30000000	100 Million	$435,781.00
2553	Wonderman Nation	WNDR	0.01	-0.005	-0.128	0.163	0.37	$14,335.00	36154034	500 Million	$407,444.00
2555	UREEQA	URQA	0.01	0.003	-0.018	-0.029	0.299	$26,388.00	40651220	100 Million	$404,947.00
2580	UniX	UNIX	0.01	-0.007	-0.058	-0.434	0.824	$11,802.00	35055990	1 Billion	$385,642.00
2581	Glitch Protocol	GLCH	0.01	-0.001	-0.008	-0.04	0.1	$3,845.00	70140712	88.9 Million	$385,663.00
2586	Potentiam	PTM	0.01	-0.029	-0.01	0.015	-0.011	$32,167.00	37025953	100 Million	$378,628.00
2590	Standard Protocol	STND	0.01	-0.014	-0.113	-0.18	0.228	$478,348.00	27995411	100 Million	$375,799.00
2611	Tabank	TAB	0.01	0	0	-0.001	-0.001	$37.70	36000000	36 Million	$359,543.00
2614	Yellow Duckies	DUCKIES	0.01	-0.003	-0.039	-0.183	-0.268	$975.00	51867427	150 Million	$358,601.00
2623	PowerTrade Fuel	PTF	0.01	-0.01	-0.086	-0.244	-0.273	$61,536.00	24569754	400 Million	$352,471.00
2636	Zenfuse	ZEFU	0.01	-0.001	0.052	0.142	-0.111	$366.00	62296827	200 Million	$340,167.00
2646	Nyzo	NYZO	0.01	0.001	0.034	0.008	0.055	$41,387.00	23443692	100 Million	$323,749.00
2654	EVE	EVE	0.01	-0.001	-0.01	0.005	0.112	$76.74	40000000	100 Million	$320,792.00
2661	Galaxy Fight Club	GCOIN	0.01	0.005	-0.012	0.442	1.272	$40,394.00	30611374	150 Million	$312,033.00
2662	Lokr	LKR	0.01	0.007	0.02	-0.023	0.101	$163,077.00	38066292	100 Million	$311,933.00
2666	Curecoin	CURE	0.01	0.002	-0.014	0.01	0.545	$0.05	28268160	-	$309,068.00
2681	Hundred Finance	HND	0.01	0	-0.04	-0.103	0.251	$10.83	30002207	100 Million	$299,779.00
2690	Pad.Fi	PAD	0.01	-0.008	-0.021	-0.007	0.082	$3,075.00	32713018	150 Million	$294,519.00
2693	PhoenixDAO	PHNX	0.01	0.009	-0.039	0.059	0.836	$24,831.00	51897139	110 Million	$291,536.00
2727	EXMO Coin	EXM	0.01	-0.004	-0.018	-0.003	0.02	$9,755.00	34085093	769 Million	$270,998.00
2733	Goose Finance	EGG	0.01	-0.003	-0.02	-0.082	0.009	$35,783.00	22326046	22.6 Million	$267,841.00
2735	Swapr	SWPR	0.01	0.005	0.047	0.198	0.021	$120.00	19520136	100 Million	$267,002.00
2743	TribeOne	HAKA	0.01	-0.001	-0.022	-0.009	1.067	$128,208.00	30928347	188 Million	$262,599.00
2754	Terracoin	TRC	0.01	-0.021	-0.125	-0.051	-0.029	$38.47	22935396	42 Million	$256,033.00
2780	Hypersign Identity	HID	0.01	0.002	-0.027	-0.062	-0.24	$34,338.00	24103000	50 Million	$243,698.00
2800	Solarbeam	SOLAR	0.01	0.013	-0.072	0.042	0.496	$7,936.00	16872697	2.5 Million	$231,328.00
2817	The HUSL	HUSL	0.01	-0.003	-0.052	-0.088	0.526	$5,544.00	15844562	70 Million	$223,023.00
2842	Carbon	CRBN	0.01	0	0.052	0.015	-0.359	$36,757.00	32649664	50 Million	$211,528.00
2873	Blockzero Labs	XIO	0.01	-0.001	-0.199	0.276	-0.142	$7,539.00	37392410	100 Million	$199,095.00
2900	FIRA	FIRA	0.01	0.003	0.038	-0.144	0.252	$778.00	24074794	100 Million	$190,519.00
2907	Number 1	NR1	0.01	0	-0.011	-0.006	-0.112	$17,819.00	26000000	86 Million	$187,366.00
2911	Sable	SABLE	0.01	-0.027	-0.096	-0.248	-0.211	$7,550.00	18425595	100 Million	$183,679.00
2916	Bogged Finance	BOG	0.01	-0.001	-0.042	-0.083	-0.17	$28.27	13959927	15 Million	$182,871.00
2922	ArQmA	ARQ	0.01	0.005	-0.023	-0.017	0.837	$0.98	24506442	50 Million	$180,026.00
2929	Hero Blaze: Three Kingdoms	MUDOL2	0.01	-0.025	-0.038	-0.09	0.124	$114,345.00	16108721	314 Million	$177,447.00
2949	Spherium	SPHRI	0.01	-0.003	0.025	-0.005	-0.048	$28,895.00	21689602	12.9 Million	$169,598.00
2953	SAIL	SAIL	0.01	-0.002	-0.061	-0.234	0.196	$337.00	21000000	21 Million	$167,115.00
2962	Evedo	EVED	0.01	0.003	-0.051	-0.024	0.01	$81,617.00	15018222	17.8 Million	$164,256.00
2977	Alpaca City	ALPA	0.01	0.001	0.001	-0.13	0.137	$40,485.00	10922261	22.5 Million	$158,463.00
2978	Graviocoin	GIO	0.01	0	-0.014	-0.027	0.183	$32.22	16090782	17.3 Million	$158,378.00
2986	Signata	SATA	0.01	-0.001	-0.185	-0.178	-0.169	$1,299.00	19704226	100 Million	$154,580.00
2988	True PNL	PNL	0.01	0.001	-0.012	0.004	-0.112	$39,119.00	10886324	29.5 Million	$152,532.00
2993	Rangers Fan Token	RFT	0.01	0.014	-0.333	-0.008	0.064	$55,273.00	18772654	50 Million	$149,372.00
2994	Seigniorage Shares	SHARE	0.01	0.003	0.001	0.06	0.087	$35,571.00	19403625	21 Million	$149,181.00
3009	Golff	GOF	0.01	0.02	0.011	-0.047	-0.045	$38,496.00	11940719	11.9 Million	$145,066.00
3014	Krida Fans	KRIDA	0.01	0.007	0.003	-0.021	-0.025	$151,792.00	19275721	100 Million	$143,441.00
3022	SuperRareBears RARE	RARE	0.01	-0.003	-0.006	-0.054	-0.036	$784.00	15139861	48.7 Million	$139,865.00
3024	Linked Finance World	LFW	0.01	0.005	-0.01	-0.029	-0.039	$67,879.00	16486408	200 Million	$139,501.00
3027	Peruvian National Football Team Fan Token	FPFT	0.01	0.001	-0.025	-0.035	-0.06	$110,944.00	22907299	97.9 Million	$136,696.00
3028	Orne	ORNE	0.01	0.02	0.044	0.066	0.13	$67.79	26389467	100 Million	$136,670.00
3041	Impossible Finance	IF	0.01	0.001	-0.096	-0.545	-0.495	$442.00	10074005	10.1 Million	$131,703.00
3059	Türkiye Basketbol Federasyonu Fan Token	TBFT	0.01	0.003	0.091	0.072	0.255	$10,027.00	9792022	10 Million	$126,556.00
3064	Solberg	SLB	0.01	0.002	-0.001	-0.053	0.279	$1,105.00	9361004	100 Million	$124,941.00
3077	Masari	MSR	0.01	-0.047	-0.066	-0.166	0.125	$178.00	17570546	18.5 Million	$121,708.00
3083	Hamsters	HAMS	0.01	0.003	0.029	0.053	0.25	$1,200.00	10000000	10 Million	$120,014.00
3097	Structure Finance	STF	0.01	-0.035	0.041	0.348	0.495	$18,863,357.00	21718781	100 Million	$115,452.00
3121	PRivaCY Coin	PRCY	0.01	-0.001	-0.021	0.373	0.501	$31,738.00	14781722	60.9 Million	$108,905.00
3122	KuSwap	KUS	0.01	0.007	0.025	0.187	0.42	$297.00	12835778	5.32 Million	$108,804.00
3140	SportsIcon	$ICONS	0.01	-0.001	-0.028	-0.066	0	$39,300.00	7878540	30 Million	$103,222.00
3142	UrDEX Finance	URD	0.01	0.001	-0.006	-0.038	-0.504	$7.70	19838225	100 Million	$102,528.00
3160	Penguin Finance	PEFI	0.01	-0.002	-0.047	0.023	0.654	$156.00	19158098	19.2 Million	$99,028.70
3163	Pine	PINE	0.01	-0.013	0.022	0.006	0.268	$32,800.00	13480860	198 Million	$98,693.30
3175	Yieldwatch	WATCH	0.01	0	-0.08	-0.074	0.01	$370.00	9800000	20 Million	$94,619.20
3182	ShopNext Loyalty Token	NEXT	0.01	-0.009	0.027	0.011	-0.049	$17,693.00	17787936	100 Million	$92,523.90
3189	Omni Consumer Protocol	OCP	0.01	0.001	-0.013	-0.019	-0.007	$1,504.00	11901825	100 Million	$90,655.89
3195	Virtual Ride Token	VRT	0.01	0.002	-0.005	0.011	0.003	$86,331.00	16890410	327 Million	$89,242.50
3201	OnX Finance	ONX	0.01	0.006	-0.021	-0.029	-0.037	$40,434.00	9883242	9.91 Million	$88,471.21
3209	TOR	TOR	0.01	-0.002	-0.814	-0.545	-0.995	$42,453.00	17070482	17.1 Million	$85,506.70
3213	Karma DAO	KARMA	0.01	-0.001	-0.028	-0.139	-0.077	$754.00	5620563	10 Million	$83,299.73
3230	MetaGods	MGOD	0.01	0.002	-0.095	-0.359	5.586	$23,618.00	14130466	500 Million	$79,438.36
3243	OpenAlexa Protocol	OAP	0.01	0	-0.006	-0.006	-0.002	$0.04	13570688	10 Million	$77,238.43
3272	Atrofarm	ATROFA	0.01	0.011	-0.148	-0.389	-0.845	$9,607.00	4566880	4.58 Million	$67,596.12
3282	YIN Finance	YIN	0.01	-0.002	0.001	-0.078	-0.159	$35,042.00	9482236	100 Million	$66,555.60
3309	Uniwhale	UNW	0.01	-0.037	-0.108	-0.18	0.138	$315.00	8372964	8.91 Million	$61,552.87
3339	LocalTrade	LTT	0.01	-0.005	0.003	-0.066	-0.098	$129,131.00	6214242	40.2 Million	$56,208.23
3344	APYSwap	APYS	0.01	0.032	-0.047	-0.066	-0.152	$49,663.00	9767269	100 Million	$55,569.80
3369	Bata	BTA	0.01	0.003	1.352	1.474	1.705	$27.73	5055252	10 Million	$50,129.34
3370	Parasol Finance	PSOL	0.01	0.003	-0.006	-0.003	-0.023	$1.13	5607460	21 Million	$50,093.22
3385	TotemFi	TOTM	0.01	-0.005	0.048	0.107	0.006	$16,863.00	6113675	10 Million	$43,376.43
3398	SuperBid	SUPERBID	0.01	0	0.014	-0.032	0.323	$3.87	7761336	88.3 Million	$41,063.20
3414	Defira (Cronos)	FIRA	0.01	-0.004	-0.062	-0.259	-0.118	$1,823.00	5577953	100 Million	$38,531.04
3444	Rope Token	ROPE	0.01	0	0.006	-0.153	-0.179	$97.81	6281800	10 Million	$35,643.25
3459	Gourmet Galaxy	GUM	0.01	0	0.004	-0.113	-0.098	$26,412.00	3322141	20 Million	$32,760.02
3470	MerchDAO	MRCH	0.01	0	0.088	0.017	0.094	$37,069.00	4573711	9 Million	$31,245.43
3482	Bismuth	BIS	0.01	-0.004	-0.056	-0.134	-0.326	$852.00	3021634	∞	$29,417.71
3496	Poolz Finance [OLD]	POOLZ	0.01	-0.053	-0.137	-0.169	-0.045	$365.00	4534710	4.99 Million	$27,619.85
3498	Sensitrust	SETS	0.01	0.006	0.017	0.009	0.208	$20,044.00	2553000	95 Million	$27,465.98
3500	DungeonSwap	DND	0.01	0.002	-0.013	-0.002	-0.042	$54.18	2709293	5.89 Million	$27,318.30
3527	Yellow Road	ROAD	0.01	-0.001	-0.055	-0.183	-0.11	$600.00	3528445	10 Million	$23,781.97
3554	Token IN	TIN	0.01	-0.03	-0.062	-0.039	-0.122	$30,142.00	3813693	100 Million	$19,847.93
3585	Alphr	ALPHR	0.01	0.004	-0.058	-0.007	0.061	$36,563.00	1852448	10 Million	$16,528.27
3599	Metaverse Miner	META	0.01	-0.001	-0.08	-0.068	-0.1	$235.00	1877848	20.8 Million	$15,003.72
3618	Starter.xyz	START	0.01	0.004	-0.033	-0.188	0.178	$46.66	936914	1 Million	$11,558.35
3658	BabySwap	BABY	0.01	0.001	-0.152	-0.267	0.262	$373,264.00	715017	522 Million	$6,889.89
3659	Barter	BRTR	0.01	-0.001	-0.045	-0.059	-0.152	$1.27	783384	17.5 Million	$6,502.16
3683	Eggplant Finance	EGGP	0.01	0.001	-0.072	-0.132	-0.076	$426.00	435414	477 Thousand	$4,574.76
3692	Sing	SING	0.01	0.002	0.051	-0.044	0.102	$6.76	561677	45.9 Thousand	$3,759.57
3725	Worldcoin	WDC	0.01	0	0.074	0.13	0.028	$333.00	18450	265 Million	$162.72
3735	Equalizer	EQZ	0.01	0.013	0.241	0.001	0.412	$534.00	502	100 Million	$6.47
3736	Artery	ARTR	0.01	-0.014	-0.068	0.103	-0.089	$63,353.00	404	. M	$2.32
3750	Viacoin	VIA	0.01	-0.064	-0.226	-0.818	-0.586	$578.00	0	∞	 -
3758	GameCredits	GAME	0.01	-0.014	0.283	-0.373	-0.124	$24,342.00	0	200 Million	 -
3788	OracleChain	OCT	0.01	0.005	0.024	0.021	0.252	$34,871.00	0	200 Million	 -
3795	VIVO	VIVO	0.01	-0.002	-0.09	0.805	2.583	$109.00	0	1.1 Million	 -
3797	EncrypGen	DNA	0.01	0	0	-0.111	-0.25	 $-	0	70.9 Million	 -
3820	High Performance Blockchain	HPB	0.01	-0.011	-0.082	0.036	0.082	$61,005.00	0	100 Million	 -
3850	Invox Finance	INVOX	0.01	0	0	0	0	 $-	0	464 Million	 -
3870	PlatinCoin	PLC	0.01	-0.016	-0.876	-0.266	-0.872	$271.00	0	600 Million	 -
3874	Agricoin	AGN	0.01	-0.038	-0.092	-0.07	0.092	$60.00	0	50 Million	 -
3891	BitCanna	BCNA	0.01	-0.004	-0.048	-0.103	0.611	$5,785.00	0	427 Million	 -
3895	DigiFinex	DFT	0.01	-0.003	0.005	-0.044	0.156	$2,332,902.00	0	2.1 Billion	 -
3900	Nerva	XNV	0.01	0.002	0.021	-0.303	-0.27	$4.87	0	18 Million	 -
3947	Qredit	XQR	0.01	0.004	-0.013	0.011	0.188	$24.69	0	∞	 -
3956	ThreeFold	TFT	0.01	0.001	0.007	0.067	0.148	$1,163.00	0	4 Billion	 -
3962	Locus Chain	LOCUS	0.01	0.001	0.017	-0.032	-0.214	$14,611.00	0	7 Billion	 -
3968	Football Coin	XFC	0.01	-0.001	-0.004	-0.004	0.011	$95,048.00	0	1 Billion	 -
3985	Chimpion	BNANA	0.01	-0.009	-0.051	0.058	-0.373	$134,703.00	0	-	 -
3997	Meconcash	MCH	0.01	-0.018	-0.005	-0.057	0.043	$54,534.00	0	1 Billion	 -
4007	Cresio	XCRE	0.01	-0.005	-0.012	-0.154	0.231	$214.00	0	40 Million	 -
4009	888tron	888	0.01	0.007	-0.014	0.001	0.16	$331.00	0	100 Million	 -
4016	BlockchainPoland	BCP	0.01	0	-0.005	0.135	0.465	$168.00	0	160 Million	 -
4025	Beenode	BNODE	0.01	-0.002	0.003	-0.112	-0.574	$14.40	0	-	 -
4034	Sapphire	SAPP	0.01	-0.101	-0.207	0.104	-0.149	$381.00	0	1.31 Billion	 -
4035	VinDax Coin	VD	0.01	0.006	-0.015	0.012	0.195	$10,313.00	0	125 Million	 -
4040	Metacoin	MTC	0.01	0.003	0.344	-0.495	-0.493	$805.00	0	2 Billion	 -
4051	Golden	GOLD	0.01	0.04	-0.058	-0.104	0.036	$68,338.00	0	1 Million	 -
4073	Electric Vehicle Zone	EVZ	0.01	0.015	-0.003	-0.021	0.018	$427,870.00	0	8.42 Billion	 -
4077	LBK	LBK	0.01	-0.003	0.037	-0.016	-0.002	$1,804,896.00	0	2 Billion	 -
4080	CPUcoin	CPU	0.01	0.004	-0.031	-0.626	-0.717	$38,445.00	0	5 Billion	 -
4098	DAD	DAD	0.01	-0.001	0.02	0.035	0.064	$210,158.00	0	1 Billion	 -
4104	JD Coin	JDC	0.01	0.002	-0.034	0.01	-0.291	$7,438.00	0	84 Million	 -
4105	Documentchain	DMS	0.01	0.002	-0.009	0.009	0.195	$12.53	0	21 Million	 -
4110	HEX	HEX	0.01	-0.004	-0.033	-0.217	-0.383	$624,512.00	0	591 Billion	 -
4122	HebeBlock	HEBE	0.01	0.002	-0.025	0.007	0.293	$396.00	0	77.2 Million	 -
2	Ethereum	ETH	2,027.60	0.005	0.014	0.01	0.207	$26,845,710,464.00	120249015	120 Million	$243,488,187,281.00
7	Solana	SOL	54.97	0.006	-0.006	-0.114	0.879	$2,374,980,324.00	423104320	563 Million	$23,258,087,884.00
12	Toncoin	TON	2.39	0.009	0.004	0.041	0.109	$27,257,580.00	3453524566	5.1 Billion	$8,244,520,721.00
14	Avalanche	AVAX	20.08	0.005	-0.065	0.029	1.009	$1,061,106,290.00	355636845	433 Million	$7,141,343,014.00
15	Polygon	MATIC	0.76	0.005	-0.016	-0.157	0.251	$711,370,306.00	9275380957	10 Billion	$7,042,683,031.00
16	Polkadot	DOT	5.09	0.005	-0.016	-0.059	0.264	$271,357,711.00	1299550655	1.38 Billion	$6,613,672,178.00
28	Kaspa	KAS	0.13	-0.005	0.02	0.172	1.56	$113,449,358.00	21629194603	21.6 Billion	$2,764,511,159.00
30	Cosmos Hub	ATOM	8.62	0.005	-0.027	-0.09	0.287	$210,105,658.00	292586164	∞	$2,520,997,917.00
31	Cronos	CRO	0.09	-0.016	0.01	-0.11	0.677	$28,257,797.00	26385699323	30 Billion	$2,425,344,883.00
34	Hedera	HBAR	0.06	0.006	-0.039	0.001	0.214	$74,942,726.00	33562400523	50 Billion	$2,009,561,668.00
39	THORChain	RUNE	5.8	0.009	0.082	-0.002	1.919	$832,767,166.00	300700561	500 Million	$1,745,571,533.00
40	Immutable	IMX	1.33	0.007	0.01	0.144	1.22	$831,069,420.00	1251798947	2 Billion	$1,665,608,134.00
41	Optimism	OP	1.71	0.01	0.009	-0.075	0.331	$145,187,244.00	880917403	4.29 Billion	$1,503,698,590.00
45	Bittensor	TAO	244.18	-0.011	0.045	0.608	3.819	$17,665,641.00	5653953	5.65 Million	$1,393,270,902.00
46	Aave	AAVE	92.53	-0.006	0.043	-0.01	0.11	$169,071,815.00	14640360	16 Million	$1,353,296,683.00
47	Maker	MKR	1,469.55	0.008	0.013	0.033	-0.034	$134,212,928.00	901311	978 Thousand	$1,323,268,975.00
49	The Graph	GRT	0.14	0.013	0.039	0.079	0.617	$100,683,146.00	9313462072	10 Billion	$1,312,701,409.00
54	MultiversX	EGLD	42.35	0.005	-0.014	-0.097	0.553	$35,420,729.00	26234462	26.2 Million	$1,111,114,409.00
56	Flow	FLOW	0.62	0.009	-0.041	-0.083	0.363	$40,621,841.00	1471201014	1.47 Billion	$918,473,679.00
62	The Sandbox	SAND	0.38	0.005	-0.044	-0.114	0.234	$84,248,957.00	2095031926	3 Billion	$795,605,412.00
64	Axie Infinity	AXS	5.73	0.006	-0.038	-0.092	0.285	$75,366,667.00	132455907	270 Million	$759,117,194.00
71	Tezos	XTZ	0.78	0.005	-0.049	-0.094	0.162	$39,672,111.00	891685800	982 Million	$697,688,139.00
77	Klaytn	KLAY	0.19	-0.018	0.084	0.149	0.553	$37,282,005.00	3271052184	∞	$633,012,159.00
82	Illuvium	ILV	98.09	0.013	0.007	0.075	1.407	$44,179,670.00	6054182	9.61 Million	$593,859,683.00
88	Blur	BLUR	0.51	0.106	0.364	0.432	1.754	$296,654,526.00	1097706662	3 Billion	$557,830,938.00
89	Fetch.ai	FET	0.53	0.007	0.029	0.279	1.249	$231,395,614.00	1043462805	1.15 Billion	$554,167,062.00
92	Rocket Pool	RPL	27.48	0.015	0.03	-0.046	0.344	$4,951,292.00	19842347	19.8 Million	$543,831,667.00
93	IOTA	IOTA	0.17	0.009	-0.039	-0.076	0.156	$9,356,115.00	3018990414	4.6 Billion	$524,134,088.00
95	Frax Share	FXS	6.89	0.011	0.008	-0.113	0.243	$41,991,658.00	75282183	99.7 Million	$518,775,048.00
96	Sui	SUI	0.53	0.012	-0.012	-0.099	0.336	$89,479,970.00	965577711	10 Billion	$515,742,654.00
98	Arweave	AR	7.75	0.011	-0.005	0.039	0.854	$21,507,079.00	65454186	65.5 Million	$507,054,552.00
99	Curve DAO	CRV	0.55	0.01	-0.02	-0.062	0.212	$89,138,351.00	919601447	2.04 Billion	$505,666,551.00
100	Rollbit Coin	RLB	0.16	-0.023	-0.067	-0.304	0.037	$8,526,016.00	3081146040	3.08 Billion	$504,641,576.00
101	Gnosis	GNO	194.21	-0.004	0.023	0.122	0.915	$4,313,295.00	2589589	3 Million	$502,800,406.00
103	cETH	CETH	40.73	0.005	0.021	0.01	0.215	$755.00	12090449	12.1 Million	$492,425,783.00
104	Gas	GAS	7.55	-0.004	-0.072	-0.147	1.649	$40,387,487.00	65093581	65.1 Million	$491,554,522.00
105	Tether Gold	XAUT	1,983.96	-0.003	-0.007	0.013	0.004	$9,019,407.00	246524	247 Thousand	$489,695,345.00
113	Staked Frax Ether	SFRXETH	2,159.99	0.006	0.017	0.011	0.212	$921,580.00	205820	206 Thousand	$444,561,266.00
119	Kujira	KUJI	3.38	-0.02	-0.014	-0.041	1.636	$2,451,272.00	122349807	122 Million	$413,786,827.00
120	Zcash	ZEC	28.19	0.005	-0.015	-0.061	0.077	$42,818,122.00	14435666	21 Million	$407,030,960.00
123	STEPN	GMT	0.27	0.012	-0.009	0.078	0.788	$152,470,737.00	1381830966	5.37 Billion	$379,924,165.00
